iter	Logloss
213	0.4033781982
214	0.4033301432
215	0.4032673093
216	0.403236573
217	0.403091402
218	0.4029341582
219	0.4028505248
220	0.4027326551
221	0.4026124746
222	0.4024887866
223	0.4023113856
224	0.4021458393
225	0.4020111835
226	0.4019764949
227	0.4018282502
228	0.4017518994
229	0.4016610296
230	0.4015478345
231	0.4014012546
232	0.4013773409
233	0.4013186855
234	0.4012347136
235	0.4011732948
236	0.4010815276
237	0.4009846
238	0.4009061331
239	0.4008306432
240	0.4007482506
241	0.4005927584
242	0.4004748371
243	0.4003941551
244	0.4003333296
245	0.4002751519
246	0.4001731193
247	0.4000532207
248	0.3999636335
249	0.3998460577
250	0.3997380059
251	0.3996463178
252	0.3996003497
253	0.3994381291
254	0.3992442706
255	0.3991155219
256	0.3990701688
257	0.3989406624
258	0.3988809576
259	0.398744933
260	0.3986161079
261	0.3985367382
262	0.3983799986
263	0.3982710449
264	0.398175403
265	0.3980351964
266	0.3979561491
267	0.397857198
268	0.397755322
269	0.3977103108
270	0.3976228484
271	0.3975326476
272	0.3974629474
273	0.3973630517
274	0.397198932
275	0.3970852161
276	0.3969783912
277	0.3968216263
278	0.3967224413
279	0.3966417688
280	0.3965040958
281	0.3964323972
282	0.3963394397
283	0.3962340945
284	0.3961198251
285	0.3960275958
286	0.3959543761
287	0.3958677049
288	0.3958139697
289	0.3957045292
290	0.3955808864
291	0.395515338
292	0.3953750681
293	0.39531163
294	0.3952045538
295	0.3951254909
296	0.394963755
297	0.3947860229
298	0.3947295779
299	0.394536019
300	0.3943774232
301	0.3942962018
302	0.3941811848
303	0.394110418
304	0.3940253371
305	0.3939332457
306	0.3938301713
307	0.3937714298
308	0.3936400582
309	0.3935133606
310	0.3934027733
311	0.3932750923
312	0.3932282558
313	0.3931539877
314	0.3930703174
315	0.3929409346
316	0.3928137189
317	0.392655165
318	0.3925726465
319	0.3924438316
320	0.3923356743
321	0.3922180646
322	0.3920753994
323	0.3919405816
324	0.3918865508
325	0.3918228808
326	0.3916969964
327	0.3916356101
328	0.3915800977
329	0.3914792106
330	0.3913847266
331	0.3913011453
332	0.3912345049
333	0.3911109527
334	0.3909779826
335	0.3908935151
336	0.3908137085
337	0.3907565526
338	0.3905976996
339	0.3904660833
340	0.390284149
341	0.3901651822
342	0.3901069021
343	0.3899933859
344	0.3897987156
345	0.3897175343
346	0.38965739
347	0.3896154318
348	0.3895177415
349	0.3893545378
350	0.3892817801
351	0.3891550426
352	0.3890725595
353	0.3888898803
354	0.3887560723
355	0.3886838228
356	0.3886056932
357	0.3885127102
358	0.388358711
359	0.3882388638
360	0.3881800819
361	0.388098535
362	0.3879825531
363	0.3878530373
364	0.3877198336
365	0.3876230786
366	0.3875603435
367	0.3875146464
368	0.3873376614
369	0.3872408561
370	0.3871397381
371	0.3869846222
372	0.3869368655
373	0.3868415316
374	0.3867765004
375	0.3866651808
376	0.3865619173
377	0.3864024225
378	0.3862320747
379	0.3861311522
380	0.3859747508
381	0.3858920485
382	0.3857605593
383	0.3856631017
384	0.3855568426
385	0.3854859187
386	0.3853870631
387	0.3852516796
388	0.3851785056
389	0.3851349739
390	0.3850500723
391	0.3849956485
392	0.3849878324
393	0.384920042
394	0.3848106772
395	0.3846376404
396	0.3845186547
397	0.3844385945
398	0.3843714427
399	0.3842937972
400	0.384239546
401	0.3841612489
402	0.3840486581
403	0.3838619585
404	0.3837761062
405	0.3836990334
406	0.3836396029
407	0.3835783922
408	0.3834765247
409	0.3832506135
410	0.3831728346
411	0.383029483
412	0.3829516645
413	0.3828988495
414	0.3828059049
415	0.3826746026
416	0.3824764079
417	0.3823131522
418	0.3821834436
419	0.3820923365
420	0.3819548085
421	0.381864227
422	0.3816985406
423	0.3815833443
424	0.3814277643
425	0.3813077207
426	0.3812105846
427	0.3810638701
428	0.3809905254
429	0.380855311
430	0.3806897629
431	0.3805451494
432	0.3804456627
433	0.3802629899
434	0.3801153712
435	0.3799681215
436	0.3797541873
437	0.3796309251
438	0.3794766319
439	0.3792994896
440	0.3791757289
441	0.3789790302
442	0.3788680567
443	0.3787949935
444	0.3786726203
445	0.3786023191
446	0.3785129187
447	0.378397506
448	0.3782624247
449	0.378195032
450	0.378172805
451	0.3780725146
452	0.3779680407
453	0.3777733806
454	0.3777014378
455	0.3776283576
456	0.3775696671
457	0.3774912392
458	0.3773876681
459	0.3772089465
460	0.3770936698
461	0.3769757234
462	0.3768750346
463	0.3767217798
464	0.3766145552
465	0.3764820783
466	0.3763682497
467	0.3762518652
468	0.3760954918
469	0.3760311318
470	0.3759991933
471	0.3758474167
472	0.3757514915
473	0.3756480683
474	0.3755519289
475	0.3755022497
476	0.375445903
477	0.3753324849
478	0.3752336035
479	0.3750860344
480	0.3750236843
481	0.3749509734
482	0.3748628783
483	0.3747701942
484	0.3746917809
485	0.3746358069
486	0.3744896417
487	0.374377017
488	0.3742068346
489	0.374136167
490	0.374092044
491	0.3739857397
492	0.3739028003
493	0.3738226637
494	0.3737160417
495	0.3735647489
496	0.3734479144
497	0.3733902451
498	0.3732607329
499	0.3731439439
500	0.3730773585
501	0.3730098124
502	0.3728385829
503	0.3727249031
504	0.3726133008
505	0.3725255407
506	0.3724068234
507	0.3722373954
508	0.3721607924
509	0.3720590998
510	0.3719774568
511	0.371892552
512	0.3718133312
513	0.3716770752
514	0.3716159545
515	0.3715269437
516	0.3714160875
517	0.3712574182
518	0.3711607381
519	0.371105482
520	0.3710354917
521	0.3709554394
522	0.3709268324
523	0.3708097853
524	0.3707166584
525	0.370596511
526	0.370549415
527	0.3703960475
528	0.3702967231
529	0.3702159936
530	0.3700644317
531	0.3699732815
532	0.3698933083
533	0.369816867
534	0.369757065
535	0.3696272173
536	0.3695165559
537	0.3694407767
538	0.3693652116
539	0.3692083169
540	0.3691058124
541	0.3690617552
542	0.3689634299
543	0.3688490981
544	0.3687302433
545	0.3686280982
546	0.3685911911
547	0.3684974707
548	0.3684340604
549	0.3683371634
550	0.3682874524
551	0.3682378949
552	0.3681287166
553	0.3680386667
554	0.3679035306
555	0.3677452216
556	0.367684795
557	0.3675851143
558	0.3674755426
559	0.3673184735
560	0.3671730049
561	0.3670784237
562	0.3669644171
563	0.3669190004
564	0.3667757991
565	0.3666691537
566	0.3665365149
567	0.3664812797
568	0.3664028686
569	0.3663314733
570	0.3662812393
571	0.3661596828
572	0.3661056235
573	0.3659495932
574	0.3658726804
575	0.3658078559
576	0.365720347
577	0.3655776266
578	0.3654573027
579	0.3653199505
580	0.3652355215
581	0.3651142021
582	0.3650605793
583	0.3649895954
584	0.3648791568
585	0.3647879865
586	0.3647479811
587	0.3646682639
588	0.3646002829
589	0.3645058059
590	0.3644125182
591	0.3643281494
592	0.3642122131
593	0.3641012815
594	0.3639702205
595	0.363858518
596	0.3638169536
597	0.36370839
598	0.363581464
599	0.3635105078
600	0.3634412514
601	0.3633536544
602	0.3632204666
603	0.3631194055
604	0.3629779798
605	0.3629030085
606	0.3627846197
607	0.3626917724
608	0.3625447765
609	0.3624227849
610	0.3623202979
611	0.3622211559
612	0.3621728486
613	0.362081485
614	0.361963905
615	0.3618615328
616	0.3617444084
617	0.361669793
618	0.361489771
619	0.3613797731
620	0.3613096387
621	0.361216483
622	0.3611021703
623	0.3610045773
624	0.3609166802
625	0.3608431462
626	0.3607628891
627	0.3606447265
628	0.3605788913
629	0.3604641878
630	0.3603920332
631	0.360195394
632	0.3601033003
633	0.3599652386
634	0.359817462
635	0.3597432248
636	0.3596739186
637	0.3595796526
638	0.3595311616
639	0.3594476189
640	0.359323938
641	0.3592052129
642	0.3591691618
643	0.3590390411
644	0.3589292777
645	0.3587752631
646	0.3587009327
647	0.3586739448
648	0.3586310074
649	0.3584900961
650	0.3583573407
651	0.3582491485
652	0.3581086104
653	0.3580446631
654	0.3579914689
655	0.3579389325
656	0.357891253
657	0.3577997468
658	0.3576970138
659	0.3576555491
660	0.3575865177
661	0.3574848743
662	0.3574176028
663	0.3573583341
664	0.3572292453
665	0.3571223263
666	0.3570523687
667	0.3569673261
668	0.3568369696
669	0.3567235397
670	0.3566610251
671	0.3566054033
672	0.3565359633
673	0.3564413764
674	0.3562745523
675	0.3561962219
676	0.3561255228
677	0.3560340011
678	0.3559477214
679	0.3558539046
680	0.3557045747
681	0.3556255074
682	0.3555092722
683	0.3554280059
684	0.3553221907
685	0.3552734954
686	0.3552284823
687	0.3551598118
688	0.355097383
689	0.3549783405
690	0.3549269605
691	0.3547995105
692	0.3546769604
693	0.3545649462
694	0.3544932312
695	0.3543854862
696	0.3542672454
697	0.3541430411
698	0.3540580463
699	0.353976352
700	0.3538707794
701	0.3537442085
702	0.353617587
703	0.353474246
704	0.3533464551
705	0.3532385976
706	0.3531823682
707	0.3531265783
708	0.3531063732
709	0.3530281745
710	0.3529127819
711	0.3527912235
712	0.3527470728
713	0.3526090437
714	0.3525053239
715	0.3524605005
716	0.352340365
717	0.3521989268
718	0.3521000201
719	0.3520574848
720	0.351981631
721	0.3519432313
722	0.3518651143
723	0.3517182249
724	0.3516623044
725	0.3516419488
726	0.3515546258
727	0.3514556464
728	0.3514424941
729	0.3513440429
730	0.3512813841
731	0.3511444409
732	0.3510819882
733	0.3509645102
734	0.3508817246
735	0.3507489339
736	0.3506899385
737	0.3505143692
738	0.3504323645
739	0.3503511879
740	0.3502698961
741	0.3501810909
742	0.3501144401
743	0.3500102012
744	0.3499656856
745	0.3498625625
746	0.3497646791
747	0.3497147532
748	0.34959778
749	0.3495808149
750	0.3494815923
751	0.3493386158
752	0.3492496504
753	0.3492289155
754	0.349188654
755	0.3491419496
756	0.3489855378
757	0.3488738722
758	0.3486933341
759	0.3486409211
760	0.3485731666
761	0.3484406951
762	0.348391586
763	0.3482824912
764	0.3482529275
765	0.3481558524
766	0.3480775398
767	0.3480044954
768	0.3479478844
769	0.3478863719
770	0.3478277594
771	0.3477779396
772	0.3477556989
773	0.3476469032
774	0.3475655627
775	0.3475083771
776	0.3473835516
777	0.3472996197
778	0.3472041297
779	0.3471020109
780	0.347029532
781	0.3469650732
782	0.3469417071
783	0.346864265
784	0.3467510385
785	0.3466447441
786	0.3465437667
787	0.3464701921
788	0.3464106417
789	0.3463918222
790	0.3463129258
791	0.3461958003
792	0.346109669
793	0.3460281084
794	0.3459751371
795	0.3459282244
796	0.3458500261
797	0.3457576503
798	0.3456653406
799	0.3455830541
800	0.3454266088
801	0.3452944433
802	0.3451534353
803	0.3450882463
804	0.344964695
805	0.3449091016
806	0.3448184536
807	0.3446722618
808	0.3445684388
809	0.3444758223
810	0.3443436156
811	0.3443360488
812	0.344307653
813	0.3441984531
814	0.3440686611
815	0.3440006511
816	0.3439637616
817	0.3439244741
818	0.3437912065
819	0.3437155841
820	0.3435995674
821	0.3435311805
822	0.3434877723
823	0.3433461504
824	0.3432741532
825	0.3431521625
826	0.3430620713
827	0.3429739415
828	0.3428888509
829	0.342823325
830	0.3427248699
831	0.3425744207
832	0.3425268697
833	0.3424964958
834	0.3424382287
835	0.3423570044
836	0.3422622751
837	0.3421849724
838	0.3420577467
839	0.3419355664
840	0.3418223821
841	0.3417215313
842	0.341665171
843	0.3415825218
844	0.3415181901
845	0.3414383369
846	0.341419228
847	0.3413546659
848	0.3412625537
849	0.3411858075
850	0.3411398639
851	0.341012766
852	0.3409056946
853	0.3408172125
854	0.3407222084
855	0.3406541867
856	0.3405760572
857	0.340484465
858	0.340386483
859	0.3403235245
860	0.3402966016
861	0.3402245305
862	0.3401404378
863	0.3400785153
864	0.3400278958
865	0.3399384162
866	0.3398600104
867	0.3397606423
868	0.3397271727
869	0.3396290978
870	0.3395339584
871	0.3394360342
872	0.3393548479
873	0.3392306477
874	0.3391449494
875	0.3390331689
876	0.3390025837
877	0.3389118765
878	0.3387802528
879	0.3387102352
880	0.3386414603
881	0.3385273871
882	0.3384750673
883	0.3383920208
884	0.3383476535
885	0.3383255481
886	0.3382392629
887	0.3381673224
888	0.3380272833
889	0.337932707
890	0.3377601188
891	0.337676176
892	0.3375655843
893	0.3375144431
894	0.3374247928
895	0.3372837715
896	0.3372600133
897	0.3372044411
898	0.3370795381
899	0.3369538812
900	0.3369046753
901	0.3368228111
902	0.3367476135
903	0.3365857683
904	0.3365138765
905	0.336474881
906	0.3363979153
907	0.3363457951
908	0.336233439
909	0.3362294555
910	0.3361651346
911	0.3360544543
912	0.3359980186
913	0.3359202189
914	0.3357888322
915	0.3357190721
916	0.3356121988
917	0.3355169924
918	0.3354602644
919	0.3353807894
920	0.335332126
921	0.3352465754
922	0.3351698693
923	0.3351424216
924	0.3350666415
925	0.3350242738
926	0.3349165417
927	0.3348686422
928	0.3347796494
929	0.3346305775
930	0.3345655851
931	0.3345279975
932	0.3344351142
933	0.3343829067
934	0.3343422452
935	0.3342843844
936	0.3341978019
937	0.3340869002
938	0.3340242927
939	0.3339240888
940	0.3338936409
941	0.3338233176
942	0.3337392332
943	0.333620369
944	0.3335735463
945	0.3335329011
946	0.3334754795
947	0.3334093308
948	0.3333247515
949	0.3332253744
950	0.333182058
951	0.3331416885
952	0.3330347528
953	0.3329606324
954	0.3328934265
955	0.3328311128
956	0.3327176035
957	0.3326545423
958	0.3326085748
959	0.3325143084
960	0.3324187837
961	0.3323288806
962	0.3322619875
963	0.3321444663
964	0.3320715782
965	0.3320558155
966	0.3320266257
967	0.3319722578
968	0.3318411339
969	0.3317511485
970	0.3317022542
971	0.331655146
972	0.3315884916
973	0.3315476218
974	0.3314832347
975	0.3313919313
976	0.3313425216
977	0.3312980207
978	0.3312135421
979	0.3310770152
980	0.3310317184
981	0.3309570803
982	0.3308157302
983	0.3307334342
984	0.3305846339
985	0.3304806366
986	0.3304081446
987	0.3303804456
988	0.3302596299
989	0.3302220398
990	0.3301062243
991	0.3300287745
992	0.329977064
993	0.3299139511
994	0.3298353359
995	0.329749054
996	0.3296483151
997	0.3295434146
998	0.3294321653
999	0.3293806513
299704705

066
